_t1,inventoryNo,regionId,illustrationFileName,name,ability,notes,type,subType,regionName,size,rank,discordChannelUrl
,MD41,M,DOKKEBI_355,스피오아르미,바다의 의지의 진동 / -,"‘아르미’들은 천지인의 영물 해치와 해초로 부터 만들어졌다. 자신들의 모습이나 감정을 투영한 미니어쳐를 만들어 체스 게임이나 인형놀이 따위를 하며 시간을 때우곤했는데, 땅의 울림으로 생명력을 얻어 태어난 종족이 바로 아르미. 그들은 그들의 장기말과 정해진 배역이 거북하여 탈출 계획을 짠다. 해치에게 ‘치루락’을 먹여 졸게 하고, 주변의 ‘멀구슬 나무’를 수집해다 해초를 폭식하게 만든후, 그들이 각자 잠과 음식에 한눈이 팔려있는 사이, 가까운 파루자 타운으로 도망쳐왔다. 그들은 전설의 영물 스스로가 투영되어 만들어진 만큼 그들의 화려한 발놀림을 구현할줄 알며, 특유의 아름다운 소리를 통해 작지만 밀도있는 진동을 만들줄 아는 신비의 동물이다. 이들은 땅의 전율을 수많은 발로 잘게 밟아 더 미세한 진자 운동으로 흡수하여, 잘 가꾸어둔 갈기를 털어내 안개를 만들어 보다 더 멀리 전파 시킨다. 그들은 털이 중요한 역할을 하는 만큼 헤어스타일에 민감하며, 경쟁이라도 하듯 서로의 스타일을 경계하고 산다. 이들이 만들어내는 안개에 가려 ‘깨숑’과 ‘뽀숑’의 리듬이 서로 다름에도 불구하고 하모니가 존재할 수 있었으며 멀고 먼 북부까지 진동이 전달될 수 있었다는 여론이 지배적이다. 또한 ‘원만부’사건 이후 동서남북이 바뀌면서, 땅의 전율이 엉망징창으로 변했음에도 불구하고, 도깨비들은 이들의 도움으로 큰 변화를 어렵지 않게 받아 들일 수 있었다.————————— ‘스피오아르미’는 탈모다. 털을 예민히 관리하는 그들의 습성을 생각했을때, 그는 굉장히 민머리에 민감하며, 털이 풍성한 아르미들끼리 헤어스타일로 꼴같게 싸울때마다 물어 뜯어 헤어스타일을 망치는 것으로 유명하다. 그의 몸을 통해 우리는 아르미들의 가려진 털 사이에 얼마나 광활한 이마가 있는지, 탄탄한 근육을 지녔는지 확인할 수 있다. 흡사 유인원의 근육과 비슷해 보인다. 그는 뺨을 때리듯 파도치는 소리의 넓고 광활한 진동을 내뿜는다. 이는 맹렬히 몰아치기도 하지만, 한편으로는 모든것을 감쌀 것 처럼 부드럽기도 하다.",동물,아르미,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109400503746560
,MD42,M,DOKKEBI_356,강돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다. —————————— ‘강돌이’는 MD3 ‘회돌이’의 베스트프랜드이다. ‘밀레니엄 탑’에서 지내던 시절, ‘회돌이’가 늘상 꿈꿔왔던 춤추며 사는 삶이 무엇인지 궁금해졌고, 결국 함께 탈주하여 ‘깨숑 파루자 타운’에 정착하게 되었다. 하지만 ‘강돌이’는 이곳에 와서야 깨닫게 되었다. 본인이 할 수 있는 일을 루틴속에서 수행하는것만이 자신의 행복이라는 사실을..! 그는 이제 ‘회돌이’에게 다시 ‘밀레니엄 탑’으로 돌아가자고 회유를 하고 있다.",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284109426491396139
,MD43,M,DOKKEBI_357,방돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다. —————————- ‘방돌이’는 별 생각이 없다. 오히려 그렇기에 땅의 진동을 잘 흡수하기도 한다.",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284109462805676145
,MD44,M,DOKKEBI_358,레돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다. —————————-‘레돌이’는 ‘깨숑 파루자 타운’에 와서 새롭게 본인의 춤을 개발하였다. 그것은 곧 에너지를 다르게 발산하는 방식으로 발전하게 되었는데, 이것은 꾸욱 참았다가 터트리는 방식의 춤이다. 현세에서 비교하자면.. ‘크럼프’가 비슷하려나 ? 역시나 치돌이는 레돌이의 폭발력을 눈여겨 보았고, 그가 준비하는 ‘모쉬 전쟁’의 1군으로 스카웃하였다.",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109483491987456
,MD45,M,DOKKEBI_359,노란별카르,,"MD2 ‘노란별츠카’와 같이 의지의 기운을 받고 자라나는 희망의 별이였으나, 주변에 있는 삼몽령에서 떼어진 영혼 중, 악령이 깃들어 변화하게 된 혼종. 별들중 유일하게 눈과 입이 달려, 평생 들어본적 없는 별의 소리를 하루종일 뱉고있다. 칠죄종의 나태와 교만이 이가 잘 성장하기를 바라고있다.",도깨비,,해인경 - 깨숑 파루자 타운,소형,D,https://discord.com/channels/1283684660190249030/1284109506699329606
,MD46,M,DOKKEBI_360,로돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다. ————————— ‘로돌이’는 춤을 출 때 눈을 감고 추는 버릇이 있다. 그래야 음악에 더 몰입할 수 있기 때문이다. 급기야는 머리에 식물의 씨앗을 심어서 기른 후, 본인의 눈을 덮어버렸다. 이렇게 해버린 탓에 머릿돌도 가려지게 되었다. 하지만 그런들 상관없다. 왜냐하면 이들은 오로지 춤에 몰입하기 때문이다 !",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109539062579200
,MD47,M,DOKKEBI_361,위돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다.————————— ‘위돌이’는 눈망울이 예쁘다. 이는 춤출때 정신을 반쯤 놓아야 보이기 시작한다.",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109558582870047
,MD48,M,DOKKEBI_362,태돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다.—————————— ‘태돌이’는 MD49 ‘캐돌이’의 형이다. 두 형제는 ‘맨Toss’에서의 삶이 너무나도 따분하다고 생각했다. 사실 따분하다고 생각하는것도 대단한 일이기는 하다. 왜냐하면 그곳에서의 삶은 그런 생각을 할 새도 없이 고됨의 연속이기 때문이다. 어쨋든, 이들은 타고난 체력이 좋은탓에 결계를 유지하는 일이 매우 따분하게 느껴졌고, 주변에서 자자하게 들리는 ‘깨숑 파루자 타운’에 대한 소문을 듣고 탈주를 결심했다. 그리고 성공하여 마침내 정착해 즐겁게 춤을추며 살고있다.",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109601360580618
,MD49,M,DOKKEBI_363,캐돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다. ——————————‘캐돌이’는 MD48 ‘태돌이’의 동생이다. 두 형제는 ‘맨Toss’에서의 삶이 너무나도 따분하다고 생각했다. 사실 따분하다고 생각하는것도 대단한 일이기는 하다. 왜냐하면 그곳에서의 삶은 그런 생각을 할 새도 없이 고됨의 연속이기 때문이다. 어쨋든, 이들은 타고난 체력이 좋은탓에 결계를 유지하는 일이 매우 따분하게 느껴졌고, 주변에서 자자하게 들리는 ‘깨숑 파루자 타운’에 대한 소문을 듣고 탈주를 결심했다. 그리고 성공하여 마침내 정착해 즐겁게 춤을추며 살고있다.",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,C,https://discord.com/channels/1283684660190249030/1284109624529649727
,MD50,M,DOKKEBI_364,배또리,,"MD50 ‘배또리’는 MD6 ‘치돌이’의 부서진 창끝이 땅에 굴러다니다가 ‘깨숑’의 진동을 가까이에서 느끼게되어 생명체가 된 도깨비이다. ‘배또리’는 크게 하는 일 없이 그저 눈만 깜빡일 뿐이다. 이는 어쩌면 생전에 창으로 살아왔던 시절, 너무 많은 것들과 충돌하고 공격해왔기 때문에 피로를 느꼈던것 때문은 아닐까.",돌,,해인경 - 깨숑 파루자 타운,소형,E,https://discord.com/channels/1283684660190249030/1284109651092439081
,MD51,M,DOKKEBI_365,매또리,,"매또리’는 MD52 ‘해돌이’의 ‘머릿돌’이 땅에 굴러다니다가 ‘깨숑’의 진동을 가까이에서 듣고 생명체가 된 도깨비이다. ‘매또리’ 또한 MD50 ‘배또리’처럼 하는 일 없이 눈만 깜빡일 뿐인데, 그래도 뚫린 입이 있어 가끔씩 ‘으어어어~’하는 소리를 내곤 한다. ’두번째 자식들’ 중 높은 계급을 나타내는 ‘머릿돌’은 높은 영력이 모이는 저장소이기도 한데, 어쩌면 ‘매또리’도 높은 영력을 가지고있진 않을까?",돌,,해인경 - 깨숑 파루자 타운,소형,E,https://discord.com/channels/1283684660190249030/1284109672445378570
,MD52,M,DOKKEBI_366,해돌이,,"저멀리 남쪽(과거 북쪽)땅에서 탈주한 ’두번째 자식들’ 중 하나이다. 고된 훈련과 엄격한 규율로 부터 도망쳐 온 탈주범인 셈. 민감도의 정점을 찍고 결계를 강화하는 주술사로 키워져온 과거 덕분에 내제된 힘이 매우 강력하다. 처음 탈주했을 때에는 본인들과 닮아있는 정령의 숲에 숨어들어갔으나, 현재는 깨숑의 리듬에 맞추어 춤을 추며 살고 있다. *’두번째 자식들’ 중 영력이 높은 자들은 영력을 주체하지 못하기 때문에 머릿돌을 머리에 얹어 영력을 저장해두는데, 이는 이들의 문화에서 높은 계급의 상징으로 자리잡게 되었다.—————————— ‘해돌이’는 탈주한 ‘두번째 자식들’ 중에서도 제대로 미친놈이다. 아무리 탈주해서 음악을 즐긴다고 하더라도, 과거를 완전히 버리는 일은 쉽지 않다. 더군다나 넘치는 영력을 늘상 컨트롤 하는 것 또한 어려운 일인데, ‘해돌이’는 ‘깨숑 파루자 타운’에 입성하자마자 과감하게 ‘머릿돌’을 던져버렸다. “이깟 머릿돌 나는 더이상 필요없어” 라면서 말이다. 친구인 MD46 ‘로돌이’도 머릿돌을 가리며 살만큼 만만치 않은 녀석이지만 ‘해돌이’는 이 구역의 진정한 즐기는 자이다.",돌,두번째 자식,해인경 - 깨숑 파루자 타운,소형,B,https://discord.com/channels/1283684660190249030/1284109694608080908
